key	value
aantalDeelnemers	357
totaalHoogsteScore	18
totaalLaagsteScore	0
totaalGemiddeldeScore	8.49
totaalMediaanScore	9
totaalAantalScore0	7
totaalAantalScore1	9
totaalAantalScore2	18
totaalAantalScore3	17
totaalAantalScore4	21
totaalAantalScore5	20
totaalAantalScore6	21
totaalAantalScore7	23
totaalAantalScore8	41
totaalAantalScore9	30
totaalAantalScore10	34
totaalAantalScore11	27
totaalAantalScore12	25
totaalAantalScore13	24
totaalAantalScore14	17
totaalAantalScore15	8
totaalAantalScore16	4
totaalAantalScore17	3
totaalAantalScore18	8
totaalAantalScore19	0
totaalAantalScore20	0
