key	value
aantalDeelnemers	78
totaalHoogsteScore	14
totaalLaagsteScore	0
totaalGemiddeldeScore	7.846153846153846
totaalMediaanScore	8
totaalAantalScore0	3
totaalAantalScore1	1
totaalAantalScore2	1
totaalAantalScore3	3
totaalAantalScore4	6
totaalAantalScore5	4
totaalAantalScore6	7
totaalAantalScore7	8
totaalAantalScore8	11
totaalAantalScore9	10
totaalAantalScore10	6
totaalAantalScore11	6
totaalAantalScore12	5
totaalAantalScore13	4
totaalAantalScore14	3
totaalAantalScore15	0
totaalAantalScore16	0
totaalAantalScore17	0
totaalAantalScore18	0
totaalAantalScore19	0
totaalAantalScore20	0
wiskundeHoogsteScore	10
wiskundeLaagsteScore	0
wiskundeGemiddeldeScore	4.82051282051282
wiskundeMediaanScore	5
wiskundeAantalScore0	2
wiskundeAantalScore1	4
wiskundeAantalScore2	3
wiskundeAantalScore3	14
wiskundeAantalScore4	11
wiskundeAantalScore5	17
wiskundeAantalScore6	10
wiskundeAantalScore7	7
wiskundeAantalScore8	5
wiskundeAantalScore9	4
wiskundeAantalScore10	1
fysicaHoogsteScore	6
fysicaLaagsteScore	0
fysicaGemiddeldeScore	2.0641025641025643
fysicaMediaanScore	2
fysicaAantalScore0	18
fysicaAantalScore1	12
fysicaAantalScore2	18
fysicaAantalScore3	15
fysicaAantalScore4	10
fysicaAantalScore5	2
fysicaAantalScore6	3
fysicaAantalScore7	0
fysicaAantalScore8	0
fysicaAantalScore9	0
fysicaAantalScore10	0
chemieHoogsteScore	10
chemieLaagsteScore	0
chemieGemiddeldeScore	5.0
chemieMediaanScore	5
chemieAantalScore0	2
chemieAantalScore1	6
chemieAantalScore2	5
chemieAantalScore3	12
chemieAantalScore4	5
chemieAantalScore5	14
chemieAantalScore6	11
chemieAantalScore7	9
chemieAantalScore8	8
chemieAantalScore9	5
chemieAantalScore10	1
vragenreeks1totaalHoogsteScore	14
vragenreeks1totaalLaagsteScore	0
vragenreeks1totaalGemiddeldeScore	7.846153846153846
vragenreeks1totaalMediaanScore	8
vragenreeks1totaalAantalScore0	3
vragenreeks1totaalAantalScore1	1
vragenreeks1totaalAantalScore2	1
vragenreeks1totaalAantalScore3	3
vragenreeks1totaalAantalScore4	6
vragenreeks1totaalAantalScore5	4
vragenreeks1totaalAantalScore6	7
vragenreeks1totaalAantalScore7	8
vragenreeks1totaalAantalScore8	11
vragenreeks1totaalAantalScore9	10
vragenreeks1totaalAantalScore10	6
vragenreeks1totaalAantalScore11	6
vragenreeks1totaalAantalScore12	5
vragenreeks1totaalAantalScore13	4
vragenreeks1totaalAantalScore14	3
vragenreeks1totaalAantalScore15	0
vragenreeks1totaalAantalScore16	0
vragenreeks1totaalAantalScore17	0
vragenreeks1totaalAantalScore18	0
vragenreeks1totaalAantalScore19	0
vragenreeks1totaalAantalScore20	0
vragenreeks1wiskundeHoogsteScore	10
vragenreeks1wiskundeLaagsteScore	0
vragenreeks1wiskundeGemiddeldeScore	4.82051282051282
vragenreeks1wiskundeMediaanScore	5
vragenreeks1wiskundeAantalScore0	2
vragenreeks1wiskundeAantalScore1	4
vragenreeks1wiskundeAantalScore2	3
vragenreeks1wiskundeAantalScore3	14
vragenreeks1wiskundeAantalScore4	11
vragenreeks1wiskundeAantalScore5	17
vragenreeks1wiskundeAantalScore6	10
vragenreeks1wiskundeAantalScore7	7
vragenreeks1wiskundeAantalScore8	5
vragenreeks1wiskundeAantalScore9	4
vragenreeks1wiskundeAantalScore10	1
vragenreeks1fysicaHoogsteScore	6
vragenreeks1fysicaLaagsteScore	0
vragenreeks1fysicaGemiddeldeScore	2.0641025641025643
vragenreeks1fysicaMediaanScore	2
vragenreeks1fysicaAantalScore0	18
vragenreeks1fysicaAantalScore1	12
vragenreeks1fysicaAantalScore2	18
vragenreeks1fysicaAantalScore3	15
vragenreeks1fysicaAantalScore4	10
vragenreeks1fysicaAantalScore5	2
vragenreeks1fysicaAantalScore6	3
vragenreeks1fysicaAantalScore7	0
vragenreeks1fysicaAantalScore8	0
vragenreeks1fysicaAantalScore9	0
vragenreeks1fysicaAantalScore10	0
vragenreeks1chemieHoogsteScore	10
vragenreeks1chemieLaagsteScore	0
vragenreeks1chemieGemiddeldeScore	5.0
vragenreeks1chemieMediaanScore	5
vragenreeks1chemieAantalScore0	2
vragenreeks1chemieAantalScore1	6
vragenreeks1chemieAantalScore2	5
vragenreeks1chemieAantalScore3	12
vragenreeks1chemieAantalScore4	5
vragenreeks1chemieAantalScore5	14
vragenreeks1chemieAantalScore6	11
vragenreeks1chemieAantalScore7	9
vragenreeks1chemieAantalScore8	8
vragenreeks1chemieAantalScore9	5
vragenreeks1chemieAantalScore10	1
verwerkingsstrategieenHoogsteScore	18
verwerkingsstrategieenLaagsteScore	12
verwerkingsstrategieenGemiddeldeScore	15.425
verwerkingsstrategieenMediaanScore	15
verwerkingsstrategieenAantalScore0	0
verwerkingsstrategieenAantalScore1	0
verwerkingsstrategieenAantalScore2	0
verwerkingsstrategieenAantalScore3	0
verwerkingsstrategieenAantalScore4	0
verwerkingsstrategieenAantalScore5	0
verwerkingsstrategieenAantalScore6	0
verwerkingsstrategieenAantalScore7	0
verwerkingsstrategieenAantalScore8	0
verwerkingsstrategieenAantalScore9	0
verwerkingsstrategieenAantalScore10	0
verwerkingsstrategieenAantalScore11	0
verwerkingsstrategieenAantalScore12	4
verwerkingsstrategieenAantalScore13	7
verwerkingsstrategieenAantalScore14	9
verwerkingsstrategieenAantalScore15	22
verwerkingsstrategieenAantalScore16	15
verwerkingsstrategieenAantalScore17	15
verwerkingsstrategieenAantalScore18	8
verwerkingsstrategieenAantalScore19	0
verwerkingsstrategieenAantalScore20	0
stuurloosleergedragHoogsteScore	17
stuurloosleergedragLaagsteScore	4
stuurloosleergedragGemiddeldeScore	7.5
stuurloosleergedragMediaanScore	7
stuurloosleergedragAantalScore0	0
stuurloosleergedragAantalScore1	0
stuurloosleergedragAantalScore2	0
stuurloosleergedragAantalScore3	0
