key	value
aantalDeelnemers	968
totaalHoogsteScore	20
totaalLaagsteScore	0
totaalGemiddeldeScore	11.802685950413224
totaalMediaanScore	12
totaalAantalScore0	12
totaalAantalScore1	9
totaalAantalScore2	13
totaalAantalScore3	10
totaalAantalScore4	16
totaalAantalScore5	44
totaalAantalScore6	25
totaalAantalScore7	31
totaalAantalScore8	56
totaalAantalScore9	71
totaalAantalScore10	70
totaalAantalScore11	76
totaalAantalScore12	94
totaalAantalScore13	62
totaalAantalScore14	82
totaalAantalScore15	85
totaalAantalScore16	59
totaalAantalScore17	49
totaalAantalScore18	46
totaalAantalScore19	36
totaalAantalScore20	22
wiskundeHoogsteScore	20
wiskundeLaagsteScore	0
wiskundeGemiddeldeScore	11.802685950413224
wiskundeMediaanScore	12
wiskundeAantalScore0	12
wiskundeAantalScore1	9
wiskundeAantalScore2	13
wiskundeAantalScore3	10
wiskundeAantalScore4	16
wiskundeAantalScore5	44
wiskundeAantalScore6	25
wiskundeAantalScore7	31
wiskundeAantalScore8	56
wiskundeAantalScore9	71
wiskundeAantalScore10	70
wiskundeAantalScore11	76
wiskundeAantalScore12	94
wiskundeAantalScore13	62
wiskundeAantalScore14	82
wiskundeAantalScore15	85
wiskundeAantalScore16	59
wiskundeAantalScore17	49
wiskundeAantalScore18	46
wiskundeAantalScore19	36
wiskundeAantalScore20	22
vragenreeks1totaalHoogsteScore	20
vragenreeks1totaalLaagsteScore	0
vragenreeks1totaalGemiddeldeScore	11.802685950413224
vragenreeks1totaalMediaanScore	12
vragenreeks1totaalAantalScore0	12
vragenreeks1totaalAantalScore1	9
vragenreeks1totaalAantalScore2	13
vragenreeks1totaalAantalScore3	10
vragenreeks1totaalAantalScore4	16
vragenreeks1totaalAantalScore5	44
vragenreeks1totaalAantalScore6	25
vragenreeks1totaalAantalScore7	31
vragenreeks1totaalAantalScore8	56
vragenreeks1totaalAantalScore9	71
vragenreeks1totaalAantalScore10	70
vragenreeks1totaalAantalScore11	76
vragenreeks1totaalAantalScore12	94
vragenreeks1totaalAantalScore13	62
vragenreeks1totaalAantalScore14	82
vragenreeks1totaalAantalScore15	85
vragenreeks1totaalAantalScore16	59
vragenreeks1totaalAantalScore17	49
vragenreeks1totaalAantalScore18	46
vragenreeks1totaalAantalScore19	36
vragenreeks1totaalAantalScore20	22
vragenreeks1wiskundeHoogsteScore	20
vragenreeks1wiskundeLaagsteScore	0
vragenreeks1wiskundeGemiddeldeScore	11.802685950413224
vragenreeks1wiskundeMediaanScore	12
vragenreeks1wiskundeAantalScore0	12
vragenreeks1wiskundeAantalScore1	9
vragenreeks1wiskundeAantalScore2	13
vragenreeks1wiskundeAantalScore3	10
vragenreeks1wiskundeAantalScore4	16
vragenreeks1wiskundeAantalScore5	44
vragenreeks1wiskundeAantalScore6	25
vragenreeks1wiskundeAantalScore7	31
vragenreeks1wiskundeAantalScore8	56
vragenreeks1wiskundeAantalScore9	71
vragenreeks1wiskundeAantalScore10	70
vragenreeks1wiskundeAantalScore11	76
vragenreeks1wiskundeAantalScore12	94
vragenreeks1wiskundeAantalScore13	62
vragenreeks1wiskundeAantalScore14	82
vragenreeks1wiskundeAantalScore15	85
vragenreeks1wiskundeAantalScore16	59
vragenreeks1wiskundeAantalScore17	49
vragenreeks1wiskundeAantalScore18	46
vragenreeks1wiskundeAantalScore19	36
vragenreeks1wiskundeAantalScore20	22
