key	value
aantalDeelnemers	142
totaalHoogsteScore	20
totaalLaagsteScore	0
totaalGemiddeldeScore	8.54
totaalMediaanScore	8
totaalAantalScore0	1
totaalAantalScore1	5
totaalAantalScore2	4
totaalAantalScore3	6
totaalAantalScore4	10
totaalAantalScore5	5
totaalAantalScore6	12
totaalAantalScore7	12
totaalAantalScore8	18
totaalAantalScore9	9
totaalAantalScore10	14
totaalAantalScore11	15
totaalAantalScore12	10
totaalAantalScore13	8
totaalAantalScore14	4
totaalAantalScore15	3
totaalAantalScore16	2
totaalAantalScore17	1
totaalAantalScore18	2
totaalAantalScore19	0
totaalAantalScore20	1
wiskundeHoogsteScore	20
wiskundeLaagsteScore	0
wiskundeGemiddeldeScore	8.53
wiskundeMediaanScore	8
wiskundeAantalScore0	5
wiskundeAantalScore1	6
wiskundeAantalScore2	1
wiskundeAantalScore3	3
wiskundeAantalScore4	9
wiskundeAantalScore5	14
wiskundeAantalScore6	11
wiskundeAantalScore7	8
wiskundeAantalScore8	15
wiskundeAantalScore9	14
wiskundeAantalScore10	13
wiskundeAantalScore11	10
wiskundeAantalScore12	10
wiskundeAantalScore13	4
wiskundeAantalScore14	4
wiskundeAantalScore15	4
wiskundeAantalScore16	3
wiskundeAantalScore17	4
wiskundeAantalScore18	1
wiskundeAantalScore19	2
wiskundeAantalScore20	1
chemieHoogsteScore	10
chemieLaagsteScore	0
chemieGemiddeldeScore	3.87
chemieMediaanScore	4
chemieAantalScore0	18
chemieAantalScore1	18
chemieAantalScore2	16
chemieAantalScore3	12
chemieAantalScore4	13
chemieAantalScore5	22
chemieAantalScore6	25
chemieAantalScore7	6
chemieAantalScore8	4
chemieAantalScore9	3
chemieAantalScore10	5
basisvaardighedenHoogsteScore	10
basisvaardighedenLaagsteScore	0
basisvaardighedenGemiddeldeScore	4.65
basisvaardighedenMediaanScore	5
basisvaardighedenAantalScore0	6
basisvaardighedenAantalScore1	14
basisvaardighedenAantalScore2	14
basisvaardighedenAantalScore3	19
basisvaardighedenAantalScore4	13
basisvaardighedenAantalScore5	15
basisvaardighedenAantalScore6	33
basisvaardighedenAantalScore7	8
basisvaardighedenAantalScore8	4
basisvaardighedenAantalScore9	12
basisvaardighedenAantalScore10	4
