key	value
aantalDeelnemers	200
totaalHoogsteScore	19
totaalLaagsteScore	0
totaalGemiddeldeScore	11.36
totaalMediaanScore	12
totaalAantalScore0	1
totaalAantalScore1	0
totaalAantalScore2	1
totaalAantalScore3	3
totaalAantalScore4	6
totaalAantalScore5	5
totaalAantalScore6	7
totaalAantalScore7	8
totaalAantalScore8	14
totaalAantalScore9	14
totaalAantalScore10	21
totaalAantalScore11	13
totaalAantalScore12	25
totaalAantalScore13	17
totaalAantalScore14	20
totaalAantalScore15	15
totaalAantalScore16	20
totaalAantalScore17	4
totaalAantalScore18	5
totaalAantalScore19	1
totaalAantalScore20	0
wiskundeHoogsteScore	29
wiskundeLaagsteScore	0
wiskundeGemiddeldeScore	17.03
wiskundeMediaanScore	18
wiskundeAantalScore0	1
wiskundeAantalScore1	0
wiskundeAantalScore2	0
wiskundeAantalScore3	1
wiskundeAantalScore4	0
wiskundeAantalScore5	4
wiskundeAantalScore6	3
wiskundeAantalScore7	4
wiskundeAantalScore8	4
wiskundeAantalScore9	5
wiskundeAantalScore10	7
wiskundeAantalScore11	7
wiskundeAantalScore12	7
wiskundeAantalScore13	8
wiskundeAantalScore14	9
wiskundeAantalScore15	17
wiskundeAantalScore16	6
wiskundeAantalScore17	16
wiskundeAantalScore18	16
wiskundeAantalScore19	15
wiskundeAantalScore20	8
wiskundeAantalScore21	16
wiskundeAantalScore22	11
wiskundeAantalScore23	10
wiskundeAantalScore24	7
wiskundeAantalScore25	9
wiskundeAantalScore26	3
wiskundeAantalScore27	5
wiskundeAantalScore28	0
wiskundeAantalScore29	1
wiskundeAantalScore30	0
basisHoogsteScore	6
basisLaagsteScore	0
basisGemiddeldeScore	4.98
basisMediaanScore	5
basisAantalScore0	1
basisAantalScore1	2
basisAantalScore2	11
basisAantalScore3	25
basisAantalScore4	4
basisAantalScore5	61
basisAantalScore6	96
niet_basisHoogsteScore	24
niet_basisLaagsteScore	0
niet_basisGemiddeldeScore	12.12
niet_basisMediaanScore	12
niet_basisAantalScore0	2
niet_basisAantalScore1	3
niet_basisAantalScore2	1
niet_basisAantalScore3	5
niet_basisAantalScore4	5
niet_basisAantalScore5	6
niet_basisAantalScore6	8
niet_basisAantalScore7	7
niet_basisAantalScore8	10
niet_basisAantalScore9	11
niet_basisAantalScore10	12
niet_basisAantalScore11	15
niet_basisAantalScore12	20
niet_basisAantalScore13	17
niet_basisAantalScore14	5
niet_basisAantalScore15	17
niet_basisAantalScore16	16
niet_basisAantalScore17	9
niet_basisAantalScore18	11
niet_basisAantalScore19	10
niet_basisAantalScore20	4
niet_basisAantalScore21	4
niet_basisAantalScore22	0
niet_basisAantalScore23	1
niet_basisAantalScore24	1
analyseHoogsteScore	9
analyseLaagsteScore	0
analyseGemiddeldeScore	4.91
analyseMediaanScore	5
analyseAantalScore0	11
analyseAantalScore1	12
analyseAantalScore2	16
analyseAantalScore3	12
analyseAantalScore4	29
analyseAantalScore5	31
analyseAantalScore6	37
analyseAantalScore7	14
analyseAantalScore8	32
analyseAantalScore9	6
algebraHoogsteScore	16
algebraLaagsteScore	0
algebraGemiddeldeScore	9.62
algebraMediaanScore	10
algebraAantalScore0	2
algebraAantalScore1	0
algebraAantalScore2	2
algebraAantalScore3	2
algebraAantalScore4	5
algebraAantalScore5	9
algebraAantalScore6	10
algebraAantalScore7	15
algebraAantalScore8	16
algebraAantalScore9	31
algebraAantalScore10	27
algebraAantalScore11	29
algebraAantalScore12	16
algebraAantalScore13	22
algebraAantalScore14	4
algebraAantalScore15	7
algebraAantalScore16	3
meetkundeHoogsteScore	2
meetkundeLaagsteScore	0
meetkundeGemiddeldeScore	1.57
meetkundeMediaanScore	2
meetkundeAantalScore0	17
meetkundeAantalScore1	51
meetkundeAantalScore2	132
kansrekenenHoogsteScore	2
kansrekenenLaagsteScore	0
kansrekenenGemiddeldeScore	1.2
kansrekenenMediaanScore	1
kansrekenenAantalScore0	34
kansrekenenAantalScore1	92
kansrekenenAantalScore2	74
logicaHoogsteScore	1
logicaLaagsteScore	0
logicaGemiddeldeScore	0.31
logicaMediaanScore	0
logicaAantalScore0	138
logicaAantalScore1	62
