key	value
aantalDeelnemers	146
totaalHoogsteScore	20
totaalLaagsteScore	0
totaalGemiddeldeScore	9.88
totaalMediaanScore	10
totaalAantalScore0	2
totaalAantalScore1	3
totaalAantalScore2	6
totaalAantalScore3	4
totaalAantalScore4	2
totaalAantalScore5	11
totaalAantalScore6	8
totaalAantalScore7	13
totaalAantalScore8	7
totaalAantalScore9	13
totaalAantalScore10	7
totaalAantalScore11	7
totaalAantalScore12	17
totaalAantalScore13	13
totaalAantalScore14	10
totaalAantalScore15	9
totaalAantalScore16	5
totaalAantalScore17	1
totaalAantalScore18	5
totaalAantalScore19	1
totaalAantalScore20	2
wiskundeHoogsteScore	20
wiskundeLaagsteScore	0
wiskundeGemiddeldeScore	9.88
wiskundeMediaanScore	10
wiskundeAantalScore0	2
wiskundeAantalScore1	3
wiskundeAantalScore2	6
wiskundeAantalScore3	4
wiskundeAantalScore4	2
wiskundeAantalScore5	11
wiskundeAantalScore6	8
wiskundeAantalScore7	13
wiskundeAantalScore8	7
wiskundeAantalScore9	13
wiskundeAantalScore10	7
wiskundeAantalScore11	7
wiskundeAantalScore12	17
wiskundeAantalScore13	13
wiskundeAantalScore14	10
wiskundeAantalScore15	9
wiskundeAantalScore16	5
wiskundeAantalScore17	1
wiskundeAantalScore18	5
wiskundeAantalScore19	1
wiskundeAantalScore20	2
