key	value
aantalDeelnemers	129
totaalHoogsteScore	19
totaalLaagsteScore	0
totaalGemiddeldeScore	10.263565891472869
totaalMediaanScore	11
totaalAantalScore0	2
totaalAantalScore1	1
totaalAantalScore2	2
totaalAantalScore3	4
totaalAantalScore4	6
totaalAantalScore5	4
totaalAantalScore6	6
totaalAantalScore7	11
totaalAantalScore8	10
totaalAantalScore9	8
totaalAantalScore10	8
totaalAantalScore11	17
totaalAantalScore12	10
totaalAantalScore13	8
totaalAantalScore14	5
totaalAantalScore15	8
totaalAantalScore16	12
totaalAantalScore17	3
totaalAantalScore18	2
totaalAantalScore19	2
totaalAantalScore20	0
wiskundeHoogsteScore	29
wiskundeLaagsteScore	0
wiskundeGemiddeldeScore	15.356589147286822
wiskundeMediaanScore	16
wiskundeAantalScore0	1
wiskundeAantalScore1	2
wiskundeAantalScore2	1
wiskundeAantalScore3	1
wiskundeAantalScore4	1
wiskundeAantalScore5	5
wiskundeAantalScore6	4
wiskundeAantalScore7	3
wiskundeAantalScore8	2
wiskundeAantalScore9	3
wiskundeAantalScore10	10
wiskundeAantalScore11	5
wiskundeAantalScore12	6
wiskundeAantalScore13	3
wiskundeAantalScore14	8
wiskundeAantalScore15	5
wiskundeAantalScore16	8
wiskundeAantalScore17	13
wiskundeAantalScore18	7
wiskundeAantalScore19	8
wiskundeAantalScore20	1
wiskundeAantalScore21	5
wiskundeAantalScore22	7
wiskundeAantalScore23	6
wiskundeAantalScore24	2
wiskundeAantalScore25	8
wiskundeAantalScore26	0
wiskundeAantalScore27	2
wiskundeAantalScore28	0
wiskundeAantalScore29	2
wiskundeAantalScore30	0
basisHoogsteScore	6
basisLaagsteScore	0
basisGemiddeldeScore	4.310077519379845
basisMediaanScore	5
basisAantalScore0	2
basisAantalScore1	4
basisAantalScore2	19
basisAantalScore3	21
basisAantalScore4	2
basisAantalScore5	43
basisAantalScore6	38
niet_basisHoogsteScore	24
niet_basisLaagsteScore	0
niet_basisGemiddeldeScore	11.108527131782946
niet_basisMediaanScore	11
niet_basisAantalScore0	4
niet_basisAantalScore1	1
niet_basisAantalScore2	2
niet_basisAantalScore3	4
niet_basisAantalScore4	7
niet_basisAantalScore5	6
niet_basisAantalScore6	3
niet_basisAantalScore7	5
niet_basisAantalScore8	12
niet_basisAantalScore9	11
niet_basisAantalScore10	1
niet_basisAantalScore11	16
niet_basisAantalScore12	8
niet_basisAantalScore13	6
niet_basisAantalScore14	2
niet_basisAantalScore15	8
niet_basisAantalScore16	8
niet_basisAantalScore17	7
niet_basisAantalScore18	5
niet_basisAantalScore19	6
niet_basisAantalScore20	2
niet_basisAantalScore21	3
